stock,slope,avgpc,copied,annualeps,annualroe,quarterlyeps,quarterlyrevenue,numfailed
CHD,0.046,-0.047,FALSE,1,0,1,1,3
CTAS,0.016,0.121,FALSE,1,0,1,1,3
CSCO,0.022,0.001,FALSE,1,0,1,1,3
CFG,0.119,-0.041,FALSE,0,1,1,0,2
CLX,0.057,0.513,FALSE,1,0,1,1,3
CTSH,0.106,0.107,FALSE,0,0,1,1,2
CMA,0.08,-0.042,FALSE,0,1,0,0,1
COO,0.118,-0.143,FALSE,1,1,1,1,4
CPRT,0.152,0.003,FALSE,1,0,1,1,3
GLW,0.1,-0.03,FALSE,0,1,1,1,3
COST,0.033,0.107,FALSE,1,0,1,1,3
CCI,0.003,1.173,FALSE,1,1,1,1,4
CSX,0.041,0.048,FALSE,1,0,0,1,2
CMI,0.066,0.006,FALSE,0,0,1,0,1
DHI,0.231,0.334,FALSE,0,0,0,1,1
DRI,0.089,0.003,FALSE,0,0,1,1,2
DVA,0.103,-0.148,FALSE,0,0,1,1,2
DE,0.033,0.31,FALSE,0,0,0,0,0
DAL,0.213,0.477,FALSE,0,1,1,0,2
DXCM,0.033,-0.019,FALSE,1,1,1,0,3
FANG,0.032,1.525,FALSE,0,0,0,0,0
DLR,0.077,-0.07,FALSE,0,1,0,1,2
DFS,0.155,-0.12,FALSE,0,0,1,1,2
DIS,0.17,0.108,FALSE,0,1,1,1,3
DLTR,0.03,0.203,FALSE,1,0,0,1,2
DPZ,0.017,-0.044,FALSE,1,0,1,1,3
DOV,0.164,0.065,FALSE,0,0,1,1,2
DOW,0.225,0,FALSE,0,0,0,0,0
DD,0.235,-0.131,FALSE,0,0,1,1,2
DXC,0.069,0.325,FALSE,0,1,0,1,2
EMN,0.079,0.491,FALSE,0,1,1,1,3
ETN,0.121,0.05,FALSE,0,1,1,1,3
EW,0.002,0.012,FALSE,0,0,1,1,2
EOG,0.0,0.681,FALSE,0,0,0,0,0
EPAM,0.055,0.039,FALSE,0,0,0,0,0
EFX,0.112,0.004,FALSE,0,0,1,1,2
EQIX,0.177,0.478,FALSE,0,1,0,1,2
EQR,0.01,0.859,FALSE,0,1,1,0,2
ESS,0.043,-0.093,FALSE,1,1,1,1,4
EL,0.107,-0.177,FALSE,1,0,1,1,3
EXPD,0.104,0.226,FALSE,0,0,0,1,1
EXR,0.006,0.208,FALSE,0,0,1,0,1
XOM,0.112,1.272,FALSE,0,1,0,0,1
FDS,0.017,0.088,FALSE,1,0,0,1,2
FAST,0.075,0.199,FALSE,1,0,1,1,3
FRT,0.078,0.438,FALSE,0,1,0,1,2
FDX,0.218,-0.161,FALSE,1,1,1,1,4
FITB,0.105,-0.122,FALSE,0,1,1,1,3
FRC,0.096,0.126,FALSE,1,1,0,1,3
FISV,0.143,0.497,FALSE,0,1,1,1,3
FLT,0.084,0.278,FALSE,0,0,1,1,2
FMC,0.07,0.012,FALSE,0,0,1,1,2
FTNT,0.136,-0.033,FALSE,0,0,1,0,1
FOXA,0.146,-0.202,FALSE,1,1,1,1,4
FOX,0.141,-0.202,FALSE,1,1,1,1,4
BEN,0.244,-0.218,FALSE,1,1,1,1,4
FCX,0.275,0.233,FALSE,0,0,1,1,2
GRMN,0.075,-0.075,FALSE,1,0,1,1,3
IT,0.112,0.106,FALSE,0,0,0,1,1
GM,0.171,0.114,FALSE,0,1,0,0,1
GILD,0.121,-0.258,FALSE,0,0,1,1,2
GL,0.085,-0.007,FALSE,1,1,1,1,4
GS,0.092,-0.247,FALSE,0,0,1,0,1
HAL,0.119,0.377,FALSE,0,0,0,0,0
HIG,0.077,0.028,FALSE,0,1,1,1,3
HCA,0.172,-0.08,FALSE,0,0,1,1,2
PEAK,0.06,0.748,FALSE,0,1,0,1,2
HSIC,0.142,0.032,FALSE,0,0,1,1,2
HSY,0.014,0.143,FALSE,1,0,1,1,3
HES,0.071,2.674,FALSE,0,1,0,0,1
HLT,0.158,1.254,FALSE,0,0,0,0,0
HOLX,0.157,-0.248,FALSE,1,0,1,1,3
HD,0.048,0.067,FALSE,0,0,1,1,2
HON,0.0,0.007,FALSE,1,0,0,1,2
HWM,0.122,0.731,FALSE,1,1,0,0,2
HBAN,0.068,6.442,FALSE,1,1,0,1,3
IEX,0.021,0.27,FALSE,1,1,0,1,3
IDXX,0.283,-0.027,FALSE,0,0,1,1,2
ITW,0.125,0.078,FALSE,0,0,1,1,2
INCY,0.054,-0.015,FALSE,0,0,1,1,2
IR,0.142,0.404,FALSE,0,1,1,1,3
IP,0.092,0.026,FALSE,0,0,1,1,2
IPG,0.195,0.153,FALSE,0,0,1,1,2
ISRG,0.022,-0.226,FALSE,1,1,1,1,4
IVZ,0.12,-0.28,FALSE,0,1,1,1,3
INVH,0.025,0.283,FALSE,0,1,1,1,3
IQV,0.129,0.218,FALSE,0,1,1,1,3
IRM,0.073,0.32,FALSE,0,0,0,1,1
JBHT,0.117,0.404,FALSE,0,0,0,0,0
J,0.024,1.965,FALSE,0,1,0,1,2
JCI,0.103,0.127,FALSE,1,1,0,1,3
JPM,0.131,-0.078,FALSE,0,1,1,0,2
JNPR,0.031,0.752,FALSE,1,1,0,1,3
KEY,0.116,-0.103,FALSE,0,1,1,1,3
KEYS,0.076,0.203,FALSE,0,0,1,1,2
KMB,0.001,0.027,FALSE,1,0,1,1,3
KMI,0.005,0.383,FALSE,0,1,1,0,2
KLAC,0.16,0.259,FALSE,0,0,1,0,1
KHC,0.015,1.814,FALSE,0,1,1,1,3
LH,0.066,-0.184,FALSE,0,0,1,1,2
LRCX,0.24,0.115,FALSE,0,0,0,1,1
LW,0.163,1.541,FALSE,1,0,0,0,1
LEN,0.215,-0.034,FALSE,0,0,1,1,2
LIN,0.092,0.073,FALSE,0,1,0,1,2
LKQ,0.068,0.089,FALSE,0,0,1,1,2
LMT,0.028,0.175,FALSE,1,0,0,1,2
L,0.111,-0.151,FALSE,0,1,1,1,3
LOW,0.063,-0.121,FALSE,0,0,1,1,2
LYB,0.222,0.017,FALSE,0,0,1,1,2
MPC,0.094,2.361,FALSE,0,0,0,0,0
MKTX,0.387,-0.018,FALSE,1,0,1,1,3
MAR,0.143,6.575,FALSE,0,0,0,0,0
MMC,0.057,0.091,FALSE,0,0,1,1,2
MLM,0.047,0.119,FALSE,1,1,1,1,4
MAS,0.119,1.916,FALSE,1,0,1,1,3
MA,0.11,0.209,FALSE,0,0,1,1,2
MCD,0.003,-0.129,FALSE,0,0,1,1,2
MDT,0.041,-0.081,FALSE,0,1,1,1,3
MRK,0.067,0.422,FALSE,0,0,1,1,2
META,0.509,-0.165,FALSE,0,0,1,1,2
MET,0.017,-0.085,FALSE,0,1,1,0,2
MTD,0.161,0.134,FALSE,0,0,1,1,2
MSFT,0.105,0.067,FALSE,1,0,1,1,3
MAA,0.082,0.358,FALSE,0,1,0,1,2
MRNA,0.045,0.507,FALSE,0,0,1,1,2
MDLZ,0.016,-0.118,FALSE,0,1,1,1,3
MNST,0.07,0.013,FALSE,1,0,1,1,3
MCO,0.121,-0.241,FALSE,0,0,1,1,2
MS,0.156,-0.09,FALSE,0,1,1,1,3
MOS,0.031,2.112,FALSE,0,1,0,0,1
MSI,0.044,0.021,FALSE,0,1,1,1,3
MSCI,0.197,0.196,FALSE,0,0,0,1,1
NTAP,0.018,0.425,FALSE,0,0,0,1,1
NFLX,0.341,0.033,FALSE,0,0,1,1,2
NWL,0.082,0.111,FALSE,0,1,1,1,3
NEM,0.07,11.636,FALSE,1,1,0,1,3
NWSA,0.195,1.385,FALSE,0,1,1,1,3
NWS,0.189,1.385,FALSE,0,1,1,1,3
NKE,0.191,-0.006,FALSE,1,0,1,1,3
NDSN,0.061,0.074,FALSE,1,0,0,1,2
NSC,0.017,0.156,FALSE,0,0,0,1,1
NTRS,0.097,0.052,FALSE,0,1,1,1,3
NUE,0.273,0.523,FALSE,0,0,1,1,2
NVDA,0.571,-0.318,FALSE,1,0,1,1,3
NVR,0.153,0.364,FALSE,0,0,0,1,1
ORLY,0.011,0.072,FALSE,0,0,1,1,2
ODFL,0.285,0.346,FALSE,0,0,0,1,1
OMC,0.281,-0.043,FALSE,0,0,1,1,2
ON,0.327,1.164,FALSE,0,0,1,0,1
OKE,0.12,0.349,FALSE,0,0,1,0,1
ORCL,0.135,0.378,FALSE,1,1,0,1,3
OGN,0.1,0,FALSE,0,0,0,0,0
OTIS,0.124,0,FALSE,0,1,0,0,1
PCAR,0.154,0.408,FALSE,0,1,0,0,1
PKG,0.109,0.256,FALSE,0,0,1,1,2
PARA,0.164,-0.249,FALSE,0,0,1,1,2
PH,0.265,-0.13,FALSE,1,1,1,1,4
PNR,0.281,0.045,FALSE,0,0,1,1,2
PM,0.061,-0.023,FALSE,1,1,1,1,4
PSX,0.055,3.975,FALSE,0,1,0,0,1
PNC,0.01,0.101,FALSE,1,1,1,1,4
POOL,0.187,0.283,FALSE,0,0,1,1,2
PPG,0.063,-0.129,FALSE,0,0,1,1,2
PFG,0.1,2.044,FALSE,0,1,0,0,1
PLD,0.144,0.53,FALSE,0,1,0,0,1
PTC,0.154,-0.049,FALSE,1,1,1,1,4
PSA,0.009,1.024,FALSE,0,0,0,0,0
PHM,0.327,0.333,FALSE,0,0,0,1,1
QRVO,0.192,-0.234,FALSE,0,0,1,1,2
PWR,0.077,0.118,FALSE,1,1,1,0,3
QCOM,0.118,0.423,FALSE,0,0,1,0,1
DGX,0.02,-0.233,FALSE,0,0,1,1,2
RL,0.207,0.216,FALSE,0,0,1,1,2
RJF,0.024,-0.078,FALSE,1,1,1,1,4
RTX,0.036,0.145,FALSE,0,1,1,1,3
O,0.059,0.454,FALSE,1,1,1,0,3
REG,0.038,0.228,FALSE,0,1,1,1,3
REGN,0.051,-0.249,FALSE,0,0,1,1,2
RF,0.091,-0.138,FALSE,0,1,1,1,3
RHI,0.102,0.216,FALSE,0,0,1,1,2
ROK,0.154,0.467,FALSE,1,0,0,1,2
ROP,0.034,1.053,FALSE,0,1,1,1,3
ROST,0.137,-0.108,FALSE,0,0,1,1,2
SPGI,0.091,0.243,FALSE,0,0,1,0,1
CRM,0.19,-0.342,FALSE,1,1,1,1,4
SBAC,0.001,3.046,FALSE,0,0,0,1,1
SLB,0.169,0.53,FALSE,0,1,0,0,1
STX,0.3,-0.242,TRUE,0,0,1,1,2
SEE,0.022,0.161,FALSE,1,0,0,1,2
NOW,0.151,0.034,FALSE,0,1,0,0,1
SHW,0.015,0.096,FALSE,1,0,0,1,2
SPG,0.134,-0.06,FALSE,0,0,1,1,2
SWKS,0.332,0.004,FALSE,1,0,1,1,3
SNA,0.123,0.1,FALSE,0,0,1,1,2
SWK,0.099,0.044,FALSE,0,1,0,1,2
SBUX,0.141,-0.06,FALSE,1,1,1,1,4
STT,0.281,-0.003,FALSE,1,1,1,1,4
STLD,0.354,0.652,FALSE,0,0,1,1,2
SYK,0.175,0.205,FALSE,0,1,0,1,2
SIVB,0.25,-0.128,FALSE,0,1,0,1,2
SYF,0.101,-0.115,FALSE,0,0,1,1,2
SNPS,0.142,0.155,FALSE,0,0,1,1,2
TROW,0.046,-0.285,FALSE,0,0,1,1,2
TPR,0.321,0.119,FALSE,1,0,1,1,3
TRGP,0.082,1.783,FALSE,0,1,1,0,2
TGT,0.094,-0.297,FALSE,0,0,1,1,2
TEL,0.1,0.061,FALSE,1,0,1,1,3
TDY,0.117,0.659,FALSE,1,1,0,1,3
TFX,0.09,-0.031,FALSE,0,1,1,1,3
TER,0.268,-0.199,FALSE,0,0,1,1,2
TSLA,0.143,1.39,FALSE,0,0,1,0,1
TXN,0.072,0.174,FALSE,0,0,1,1,2
TXT,0.114,0.131,FALSE,0,1,0,1,2
TJX,0.119,0.062,FALSE,0,0,1,1,2
TSCO,0.098,0.083,FALSE,0,0,1,1,2
TT,0.14,0.172,FALSE,0,0,0,1,1
TDG,0.266,0.188,FALSE,1,0,1,1,3
TRV,0.056,-0.006,FALSE,0,1,1,1,3
TRMB,0.017,-0.002,FALSE,0,1,1,1,3
TFC,0.083,-0.043,FALSE,0,1,1,1,3
USB,0.12,-0.13,FALSE,0,1,1,1,3
UDR,0.082,0.555,FALSE,0,1,0,1,2
ULTA,0.193,0.279,FALSE,0,0,0,1,1
UPS,0.054,-0.02,FALSE,0,0,1,1,2
URI,0.398,0.453,FALSE,0,0,0,1,1
UHS,0.232,-0.076,FALSE,1,1,1,1,4
VLO,0.086,6.341,FALSE,0,1,0,0,1
VRSN,0.083,0.099,FALSE,1,1,1,1,4
VZ,0.028,-0.073,FALSE,0,0,1,1,2
V,0.126,0.226,FALSE,0,0,1,1,2
VMC,0.094,0.131,FALSE,1,1,1,0,3
WAB,0.099,0.194,FALSE,0,1,0,1,2
WFC,0.107,-0.155,FALSE,0,1,1,1,3
WST,0.086,-0.008,FALSE,0,0,1,1,2
WDC,0.224,-0.435,FALSE,0,1,1,1,3
WY,0.09,-0.046,FALSE,0,0,1,1,2
WTW,0.088,-0.325,FALSE,0,0,1,1,2
GWW,0.181,0.379,FALSE,0,0,0,1,1
XYL,0.043,-0.141,FALSE,0,1,1,1,3
YUM,0.09,-0.066,FALSE,0,1,1,1,3
